Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,South Africa,ZAF,..,26.1,13.8,..,..,..,15.3,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Spain,ESP,..,..,0.7,1.1,0.8,1,0.7,0.9,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Sri Lanka,LKA,11.1,..,..,..,3.4,..,..,..,1.9,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,St. Lucia,LCA,..,..,..,..,..,..,..,..,4.8,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Sweden,SWE,..,..,0.5,0.5,0.4,0.6,0.4,0.4,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Switzerland,CHE,..,..,0,0,0,0,0,0,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Tajikistan,TJK,..,..,..,..,..,..,..,5.3,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Tanzania,TZA,..,64.9,..,36.3,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Thailand,THA,10.2,4.1,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.1,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Timor-Leste,TLS,..,..,..,..,..,..,26.3,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Togo,TGO,..,..,..,40.6,..,..,..,37.1,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Tonga,TON,..,..,..,..,..,..,..,1.5,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Tunisia,TUN,9.9,6.4,2.3,..,..,..,..,0.6,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Turkey,TUR,..,..,1.1,0.8,0.7,0.6,0.4,0.5,0.4,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Tuvalu,TUV,..,..,4.3,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Uganda,UGA,..,..,..,..,28.2,..,..,..,31.3,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Ukraine,UKR,..,..,0,0,0.1,0,0,0.1,0.1,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,United Kingdom,GBR,..,..,0.1,0.3,0.2,0.1,0.1,0.1,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,United States,USA,..,0.7,1,..,..,1,..,..,1.1,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Uruguay,URY,..,..,0.3,0.2,0.2,0.2,0.1,0.2,0.1,0.1,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Uzbekistan,UZB,..,45,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Vanuatu,VUT,..,..,12.7,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Vietnam,VNM,..,..,4.7,..,3.3,..,3,..,2.2,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,West Bank and Gaza,PSE,..,..,0.7,0.6,..,..,..,..,1.1,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,"Yemen, Rep.",YEM,..,..,..,..,..,..,17.3,..,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Zambia,ZMB,..,..,48.5,..,..,..,..,44.5,..,..,..,..
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,Zimbabwe,ZWE,..,..,..,17.3,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 10/28/2019,,,,,,,,,,,,,,,
