Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Suriname,SUR,..,50,33.1,31.5,30.1,28.7,27.5,26.2,25,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Sweden,SWE,..,32.3,23.1,22.3,21.6,20.9,20.1,19.5,18.8,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Switzerland,CHE,..,31.2,27.7,27.2,27,26.7,26.3,26.1,25.7,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Tanzania,TZA,..,22.3,17.1,16.6,16.2,15.9,15.4,15.2,14.8,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Thailand,THA,..,24.9,21.7,21.3,21,20.8,20.6,20.1,19.9,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Timor-Leste,TLS,..,51.8,46.8,46,45.2,44.6,44.1,43.2,42.6,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Togo,TGO,..,10,8.1,8,7.8,7.7,7.6,7.4,7.4,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Tonga,TON,..,36.3,30.3,29.9,29.4,29.1,28.6,28.3,27.9,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Tunisia,TUN,..,31.8,31.7,31.8,31.9,32.1,32.4,32.6,32.7,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Turkey,TUR,..,38.4,30.8,30.2,29.5,29,28.4,27.7,27.2,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Uganda,UGA,..,17.1,12.2,11.8,11.4,11,10.7,10.3,10,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Ukraine,UKR,..,36,31.4,31,30.6,30.2,29.8,29.4,28.9,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,United Arab Emirates,ARE,..,25.2,28.2,28.2,28.5,28.6,28.6,28.6,28.9,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,United Kingdom,GBR,..,38.2,27.2,26.3,25.5,24.6,23.7,23.1,22.3,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,United States,USA,..,31.4,24.8,24.3,23.9,23.3,22.8,22.3,21.8,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Uruguay,URY,..,52.7,25.7,23.9,22.3,20.8,19.3,18.1,16.8,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Uzbekistan,UZB,..,15.8,13.7,13.5,13.3,13.2,13,12.8,12.6,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Vanuatu,VUT,..,31.9,22.4,21.7,21.1,20.4,19.8,19.2,18.6,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Vietnam,VNM,..,25.1,23.7,23.4,23.5,23.2,23.1,23.1,22.8,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,"Yemen, Rep.",YEM,..,23.3,19.9,19.6,19.5,19,18.9,18.7,18.4,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Zambia,ZMB,..,18,15.2,14.9,14.7,14.4,14.3,14,13.8,..,..,..
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,Zimbabwe,ZWE,..,18,16.4,16.4,16.2,16.1,16,15.9,15.8,..,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 10/28/2019,,,,,,,,,,,,,,,
